Título,Abstract,Autores,DOI,Ano,Tipo_arquivo,Fonte,Status,Criterio_de_exclusao,Situacao,Descrição da aplicação,Coluna 1,,
Explainable natural language processing with matrix product states,"Despite empirical successes of recurrent neural networks (RNNs) in natural language processing (NLP), theoretical understanding of RNNs is still limited due to intrinsically complex non-linear computations. We systematically analyze RNNs' behaviors in a ubiquitous NLP task, the sentiment analysis of movie reviews, via the mapping between a class of RNNs called recurrent arithmetic circuits (RACs) and a matrix product state. Using the von-Neumann entanglement entropy (EE) as a proxy for information propagation, we show that single-layer RACs possess a maximum information propagation capacity, reflected by the saturation of the EE. Enlarging the bond dimension beyond the EE saturation threshold does not increase model prediction accuracies, so a minimal model that best estimates the data statistics can be inferred. Although the saturated EE is smaller than the maximum EE allowed by the area law, our minimal model still achieves 1/499% training accuracies in realistic sentiment analysis data sets. Thus, low EE is not a warrant against the adoption of single-layer RACs for NLP. Contrary to a common belief that long-range information propagation is the main source of RNNs' successes, we show that single-layer RACs harness high expressiveness from the subtle interplay between the information propagation and the word vector embeddings. Our work sheds light on the phenomenology of learning in RACs, and more generally on the explainability of RNNs for NLP, using tools from many-body quantum physics.  © 2022 The Author(s). Published by IOP Publishing Ltd on behalf of the Institute of Physics and Deutsche Physikalische Gesellschaft.",Tangpanitanon J.; Mangkang C.; Bhadola P.; Minato Y.; Angelakis D.G.; Chotibut T.,10.1088/1367-2630/ac6232,2022,Article,Scopus,Aceito,,,"O trabalho busca entender teoricamente o comportamento de Redes Neurais Recorrentes (RNNs), focando especificamente em uma variação chamada Recurrent Arithmetic Circuits (RACs), aplicadas à tarefa de análise de sentimento em resenhas de filmes. O objetivo é estudar como essas redes propagam informação internamente.",,,
Natural Language Processing Meets Quantum Physics: A Survey and Categorization,"Recent research has investigated quantum NLP, designing algorithms that process natural language in quantum computers, and also quantum-inspired algorithms that improve NLP performance on classical computers. In this survey, we review representative methods at the intersection of NLP and quantum physics in the past ten years, categorizing them according to the use of quantum theory, the linguistic targets that are modeled, and the downstream application. The literature review ends with a discussion on the key factors to the success that has been achieved by existing work, as well as challenges ahead, with the goal of better understanding the promises and further directions. © 2021 Association for Computational Linguistics",Wu S.; Li J.; Zhang P.; Zhang Y.,,2021,Conference paper,Scopus,Rejeitado,Doi Indisponível,,,,,
A Quantum Natural Language Processing Approach to Musical Intelligence,"There has been tremendous progress in Artificial Intelligence (AI) for music, in particular for musical composition and access to large databases for commercialisation through the Internet. We are interested in further advancing this field, focusing on composition. In contrast to current ‘black-box’ AI methods, we are championing an interpretable compositional outlook on generative music systems. In particular, we are importing methods from the Distributional Compositional Categorical (DisCoCat) modelling framework for Natural Language Processing (NLP), motivated by musical grammars. Quantum computing is a nascent technology, which is very likely to impact the music industry in time to come. Thus, we are championing a Quantum Natural Language Processing (QNLP) approach to develop a new generation of intelligent musical systems. This work follows previous experimental implementations of DisCoCat linguistic models on quantum hardware. In this chapter, we present Quanthoven, the first proof-of-concept ever built, which (a) demonstrates that it is possible to program a quantum computer to learn to classify music that conveys different meanings and (b) illustrates how such a capability might be leveraged to develop a system to compose meaningful pieces of music. After a discussion about our current understanding of music as a communication medium and its relationship to natural language, the chapter focuses on the techniques developed to (a) encode musical compositions as quantum circuits, and (b) design a quantum classifier. The chapter ends with demonstrations of compositions created with the system. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2022.",Miranda E.R.; Yeung R.; Pearson A.; Meichanetzidis K.; Coecke B.,10.1007/978-3-031-13909-3_13,2022,Book chapter,Scopus,Rejeitado,Tipo de arquivo incorreto,,,,,
QUANTUM LONG SHORT-TERM MEMORY,"Long short-term memory (LSTM) is a kind of recurrent neural networks (RNN) for sequence and temporal dependency data modeling and its effectiveness has been extensively established. In this work, we propose a hybrid quantum-classical model of LSTM, which we dub QLSTM. We demonstrate that the proposed model successfully learns several kinds of temporal data. In particular, we show that for certain testing cases, this quantum version of LSTM converges faster, or equivalently, reaches a better accuracy, than its classical counterpart. Due to the variational nature of our approach, the requirements on qubit counts and circuit depth are eased, and our work thus paves the way toward implementing machine learning algorithms for sequence modeling such as natural language processing, speech recognition on noisy intermediate-scale quantum (NISQ) devices. © 2022 IEEE",Chen S.Y.-C.; Yoo S.; Fang Y.-L.L.,10.1109/ICASSP43922.2022.9747369,2022,Conference paper,Scopus,Aceito,,,"Este trabalho propõe um modelo híbrido quântico-clássico de LSTM, chamado QLSTM, com o objetivo de modelar dados com dependência temporal, como os encontrados em tarefas de processamento de linguagem natural (PLN) e reconhecimento de fala.",,,
Comparing Classical ML Models with Quantum ML Models with Parametrized Circuits for Sentiment Analysis Task,"This paper studies the performance of classical and quantum machine learning models for sentiment analysis task. Here, popular machine learning algorithms viz support vector machine (SVM), gradient boosting (GB) and random forest (RF) are compared with variational quantum classifier (VQC) using two sets of parameterized circuits viz EfficientSU2 and RealAmplitudes. For experimenting with VQC, IBM Quantum Experience and IBM Qiskit were used while for classical machine learning models, scikit-learn was used. It was found that the performance of the VQC was slightly better than popular machine learning algorithms. For our experiments, we have used popular restaurant sentiment analysis dataset. The extracted features from this dataset and then after applying PCA reduced the feature set into 5 features. Quantum ML models were trained using 100 epochs and 150 epochs. Overall, four Quantum ML models were trained and three Classical ML models were trained. The performance of the trained models was evaluated using standard evaluation measures viz, Accuracy, Precision, Recall, F-Score etc. In all the cases EfficientSU2 based model with 100 Epochs performed better than all other models. Efficient SU2 model with 100 epochs produced an accuracy of 74.5% and an F-Score of 0.7605 which were highest across all the trained models. © Published under licence by IOP Publishing Ltd.",Joshi N.; Katyayan P.; Ahmed S.A.,10.1088/1742-6596/1854/1/012032,2021,Conference paper,Scopus,Aceito,,,"O artigo compara modelos de machine learning clássicos e quânticos aplicados à tarefa de análise de sentimentos, especificamente em um dataset de reviews de restaurantes.",,,
word2ket: SPACE-EFFICIENT WORD EMBEDDINGS INSPIRED BY QUANTUM ENTANGLEMENT,"Deep learning natural language processing models often use vector word embeddings, such as word2vec or GloVe, to represent words. A discrete sequence of words can be much more easily integrated with downstream neural layers if it is represented as a sequence of continuous vectors. Also, semantic relationships between words, learned from a text corpus, can be encoded in the relative configurations of the embedding vectors. However, storing and accessing embedding vectors for all words in a dictionary requires large amount of space, and may strain systems with limited GPU memory. Here, we used approaches inspired by quantum computing to propose two related methods, word2ket and word2ketXS, for storing word embedding matrix during training and inference in a highly efficient way. Our approach achieves a hundred-fold or more reduction in the space required to store the embeddings with almost no relative drop in accuracy in practical natural language processing tasks. © 2020 8th International Conference on Learning Representations, ICLR 2020. All rights reserved.",Panahi A.; Saeedi S.; Arodz T.,,2020,Conference paper,Scopus,Rejeitado,Doi Indisponível,,,,,
"2022 7th International Conference on Computational Intelligence and Applications, ICCIA 2022",The proceedings contain 51 papers. The topics discussed include: event-B modeling for use case diagrams and application in immune system model; intent-aware long short-term memory for intelligent training of clinical handover; modeling and solving of platform resource scheduling problem based on capability as a service; extrapolation method for solving fuzzy Volterra integral equations in two dimensions; multi-hop knowledge reasoning with deep reinforcement learning; on sample based explanation methods for sequence-to-sequence applications; multi-scaled topic embedding for text classification; research on the variable selection methods based on random forests; using olfactory and visual information to assist mobile robots in classifying ground stains; and network attack traffic recognition based on quantum neural network.,,,2022,Conference review,Scopus,Rejeitado,Tipo de arquivo incorreto,,,,,
"25th International Conference on Discovery Science, DS 2022",The proceedings contain 39 papers. The special focus in this conference is on Discovery Science. The topics include: Elastic Product Quantization for Time Series; Stress Detection from Wearable Sensor Data Using Gramian Angular Fields and CNN; multi-attribute Transformers for Sequence Prediction in Business Process Management; data-Driven Prediction of Athletes’ Performance Based on Their Social Media Presence; link Prediction with Text in Online Social Networks: The Role of Textual Content on High-Resolution Temporal Data; weakly Supervised Named Entity Recognition for Carbon Storage Using Deep Neural Networks; predicting User Dropout from Their Online Learning Behavior; efficient Multivariate Data Fusion for Misinformation Detection During High Impact Events; discovery of Differential Equations Using Probabilistic Grammars; MQ-OFL: Multi-sensitive Queue-based Online Fair Learning; multi-fairness Under Class-Imbalance; when Correlation Clustering Meets Fairness Constraints; cooperative Deep Unsupervised Anomaly Detection; on the Ranking of Variable Length Discords Through a Hybrid Outlier Detection Approach; textMatcher: Cross-Attentional Neural Network to Compare Image and Text; can Cross-Domain Term Extraction Benefit from Cross-lingual Transfer?; retrieval-Efficiency Trade-Off of Unsupervised Keyword Extraction; A Fuzzy OWL Ontologies Embedding for Complex Ontology Alignments; optimal Decoding of Hidden Markov Models with Consistency Constraints; hyperparameter Importance of Quantum Neural Networks Across Small Datasets; semi-parametric Approach to Random Forests for High-Dimensional Bayesian Optimisation; a Clustering-Inspired Quality Measure for Exceptional Preferences Mining—Design Choices and Consequences; recurrent Segmentation Meets Block Models in Temporal Networks; community Detection in Edge-Labeled Graphs; a Fast Heuristic for Computing Geodesic Closures in Large Networks; JUICE: JUstIfied Counterfactual Explanations; explaining Siamese Networks in Few-Shot Learning for Audio Data; interpretable Latent Space to Enable Counterfactual Explanations; shapley Chains: Extending Shapley Values to Classifier Chains; explaining Crash Predictions on Multivariate Time Series Data; ImitAL: Learned Active Learning Strategy on Synthetic Data; semi-supervised Change Point Detection Using Active Learning; preface.,,,2022,Conference review,Scopus,Rejeitado,Tipo de arquivo incorreto,,,,,
Emotion Quantification Using Variational Quantum State Fidelity Estimation,"Sentiment analysis has been instrumental in developing artificial intelligence when applied to various domains. However, most sentiments and emotions are temporal and often exist in a complex manner. Several emotions can be experienced at the same time. Instead of recognizing only categorical information about emotions, there is a need to understand and quantify the intensity of emotions. The proposed research intends to investigate a quantum-inspired approach for quantifying emotional intensities in runtime. The inspiration comes from manifesting human cognition and decision-making capabilities, which may adopt a brief explanation through quantum theory. Quantum state fidelity was used to characterize states and estimate emotion intensities rendered by subjects from the Amsterdam Dynamic Facial Expression Set (ADFES) dataset. The Quantum variational classifier technique was used to perform this experiment on the IBM Quantum Experience platform. The proposed method successfully quantifies the intensities of joy, sadness, contempt, anger, surprise, and fear emotions of labelled subjects from the ADFES dataset.  © 2013 IEEE.",Singh J.; Ali F.; Shah B.; Bhangu K.S.; Kwak D.,10.1109/ACCESS.2022.3216890,2022,Article,Scopus,Rejeitado,Não está alinhado com o tema,,,,,
Quantum neural network classifiers: A tutorial,"Machine learning has achieved dramatic success over the past decade, with applications ranging from face recognition to natural language processing. Meanwhile, rapid progress has been made in the field of quantum computation including developing both powerful quantum algorithms and advanced quantum devices. The interplay between machine learning and quantum physics holds the intriguing potential for bringing practical applications to the modern society. Here, we focus on quantum neural networks in the form of parameterized quantum circuits. We will mainly discuss different structures and encoding strategies of quantum neural networks for supervised learning tasks, and benchmark their performance utilizing Yao.jl, a quantum simulation package written in Julia Language. The codes are efficient, aiming to provide convenience for beginners in scientific works such as developing powerful variational quantum learning models and assisting the corresponding experimental demonstrations. Copyright R. Arouca et al.",Li W.; Lu Z.; Deng D.-L.,10.21468/SciPostPhysLectNotes.61,2022,Article,Scopus,Rejeitado,Não está alinhado com o tema,,,,,
Generation of Q-switched mode-locking noise-like pulses based on nonlinear polarization rotation in a thulium-doped all-fiber laser,"In this work a Q-switched mode-locked (QML) noise-like pulse (NLP) emission from a thulium-doped all-fiber laser with passive saturable absorption action through the nonlinear polarization rotation effect is demonstrated. QML-NLP pulses were obtained at 812 kHz repetition rate within a 11 μs QML envelope and pulse energy of 460 nJ. Central modelocked NLP sub-pulses were measured with 8.71 ns of width and 4.17 of peak power. The evolution of QML-NLP is experimentally investigated, and the results demonstrate the feasibility of an unconventional pulse operation regime of NLPs and provide insights into the dynamics of mode-locked fiber lasers.  Copyright © 2022 SPIE.",Camarillo-Avilés A.; López-Estopier R.; Bello-Jiménez M.; Pottiez O.; Durán-Sánchez M.; Ibarra-Escamilla B.,10.1117/12.2608350,2022,Conference paper,Scopus,Rejeitado,Não está alinhado com o tema,,,,,
Category theory and foundations of life science: A structuralist perspective on cognition,"Category theory has recently been applied successfully beyond mathematics and its foundations, for example, in quantum physics, quantum computing, linguistics, and natural language processing in artificial intelligence. Category theory today is arguably foundations of science as well as foundations of mathematics. Yet applications of category theory to the life sciences are still limited, and there are seemingly no clearly successful paradigmatic cases of them. Here we address foundational aspects of category theory in and across the sciences, and potential structural interconnections between category theory and the life sciences, in particular cognitive science. More specifically, we first address the two aspects of category theory as foundations of science and as foundations of mathematics in particular, and then discuss what category theory could do for foundations of life science, in particular cognitive science. We propose, amongst other things, a categorical structuralist approach to the mind-body problem as an alternative to reductionist approaches, which is arguably of both scientific and metaphysical significance at the same time. Category theory allows us to elucidate structural interconnections between the laws of cognition and the laws of reality, thus paving the way for overcoming the Cartesian dualism separating the cognitive and physical worlds. Put another way, category theory suggests that there may be higher laws governing both worlds at once; the higher structuralist theory of cognition may embody the double aspect theory of information by David Chalmers. © 2021 Elsevier B.V.",Maruyama Y.,10.1016/j.biosystems.2021.104376,2021,Article,Scopus,Rejeitado,Não está alinhado com o tema,,,,,
Optimizing a quantum reservoir computer for time series prediction,"Quantum computing and neural networks show great promise for the future of information processing. In this paper we study a quantum reservoir computer (QRC), a framework harnessing quantum dynamics and designed for fast and efficient solving of temporal machine learning tasks such as speech recognition, time series prediction and natural language processing. Specifically, we study memory capacity and accuracy of a quantum reservoir computer based on the fully connected transverse field Ising model by investigating different forms of inter-spin interactions and computing timescales. We show that variation in inter-spin interactions leads to a better memory capacity in general, by engineering the type of interactions the capacity can be greatly enhanced and there exists an optimal timescale at which the capacity is maximized. To connect computational capabilities to physical properties of the underlaying system, we also study the out-of-time-ordered correlator and find that its faster decay implies a more accurate memory. Furthermore, as an example application on real world data, we use QRC to predict stock values. © 2020, The Author(s).",Kutvonen A.; Fujii K.; Sagawa T.,10.1038/s41598-020-71673-9,2020,Article,Scopus,Aceito,,,"Este trabalho estuda o Quantum Reservoir Computing (QRC) — uma abordagem híbrida que utiliza dinâmica quântica para resolver tarefas de aprendizado de máquina temporal, como: Reconhecimento de fala, Predição de séries temporais, Processamento de linguagem natural (PLN).

",,,
"The Digital Text Workshop Cloud, New Solutions for Super Calculation Environments","Quantum physics is the basis of scientific thinking and influences the mind. Wendt [1] in Quantum Mind and Social Science argues that the mind and social life are macroscopic phenomena of quantum mechanics and that the quantum consciousness hypothesis is the cognitive basis of a quantum social science. In these new scientific parameters of knowledge, our visualization matrix is essentially a holographic projection. Research innovation lies in seeking the point of convergence to describe a formal process that, as a multi-code process, goes from a phase of joined sentences to a data implementation phase, Planat of the Institute of Femto -ST Dep. of Micro Nano Sciences and Systems, Besançon, France. The goal is to find points of contact between quantum physics, computational linguistics, and quantum computing. Planat [2] states that the quality that the linguist must possess beyond courage is… Competence to transcribe mathematical concepts into grammatical structures. This assumption is at the basis of our study. The tools are 1) identifying new parameters for the production of fixed structures identified in the Planat model mathematical theories; 2) using Charles Baudelaire’s narrative text [3] to clarify the importance of the verb in the sentence through the research and experimentation method into a local grammar; 3) utilizing Max Silberztein's NooJ system [4], for the production of sentence analysis and paraphrases, tools for developing formal dictionaries and grammars, and NLP applications such as semantic annotators; 4) developing the implementation of advanced integrated Machine Learning algorithms for the creation of knowledge from obtained data; 5) applying the BuViTeMS (© 2020) AW Digital Intelligence model for the production of edited, reformulated and translated sentences using a mixed system. Thus, the entire formal process will make use of: 1 Lexicon-Grammatical to transfer the numerical quantum language into a lexicon-grammatical code; 2 The NooJ’s environment to generate statistical analysis and graphs. © 2022, Springer Nature Switzerland AG.",Veronesi I.; Bucciarelli R.; Tortoriello F.S.; Rodrigo A.; Greco M.; La Ragione C.; Enriquez J.J.,10.1007/978-3-031-23317-3_17,2022,Conference paper,Scopus,Aceito,,,"Este trabalho busca conectar física quântica, linguística computacional e computação quântica em uma estrutura formal para análise de linguagem. O foco é investigar como conceitos matemáticos/quânticos podem ser transcritos em estruturas gramaticais e como isso pode ser usado em linguística computacional e NLP.",,,
Efficient On-Chip Training of Optical Neural Networks Using Genetic Algorithm,"Recent advances in silicon photonic chips have made huge progress in optical computing owing to their flexibility in the reconfiguration of various tasks. Its deployment of neural networks serves as an alternative for mitigating the rapidly increased demand for computing resources in electronic platforms. However, it remains a formidable challenge to train the online programmable optical neural networks efficiently, being restricted by the difficulty in obtaining gradient information on a physical device when executing a gradient descent algorithm. Here, we experimentally demonstrate an efficient, physics-agnostic, and closed-loop protocol for training optical neural networks on chip. A gradient-free algorithm, that is, the genetic algorithm, is adopted. The protocol is on-chip implementable, physical agnostic (no need to rely on characterization and offline modeling), and gradient-free. The protocol works for various types of chip structures and is especially helpful to those that cannot be analytically decomposed and characterized. We confirm its viability using several practical tasks, including the crossbar switch and the Iris classification. Finally, by comparing our physics-agonistic and gradient-free method to the off-chip and gradient-based training methods, we demonstrate the robustness of our system to perturbations such as imperfect phase implementation and photodetection noise. Optical processors with gradient-free genetic algorithms have broad application potentials in pattern recognition, reinforcement learning, quantum computing, and realistic applications (such as facial recognition, natural language processing, and autonomous vehicles).  © ",Zhang H.; Thompson J.; Gu M.; Jiang X.D.; Cai H.; Liu P.Y.; Shi Y.; Zhang Y.; Karim M.F.; Lo G.Q.; Luo X.; Dong B.; Kwek L.C.; Liu A.Q.,10.1021/acsphotonics.1c00035,2021,Article,Scopus,Rejeitado,Não está alinhado com o tema,,,,,
Artificial Intelligence and the Medicine of the Future,"The convergence of AI and machine learning (ML), electronic health records (EHRs), the Internet of Things (IoT), and enhanced data transfer and accessibility has within the last decade delivered a new paradigm in healthcare known as Healthcare 4.0. This rapid transformation to a new digital age in medicine promises new approaches to clinical diagnosis, prediction, decision-making, personalised healthcare and remote patient monitoring. In this chapter, we describe some of the history behind ML in healthcare and review the ML-Big Data nexus, the taxonomy of ML (supervised, unsupervised and reinforcement Learning), the fundamental differences between the fields of statistics and ML, the usual workflow used to develop and validate ML algorithms and how the predictive accuracy of ML algorithms is evaluated. We also discuss the barriers towards the implementation of ML algorithms for clinical decision support within healthcare including ethical considerations, data governance and security, clinician and patient confidence, transparency, data bias, as well as the issues preventing a more rapid integration of AI into healthcare. Finally, we describe some of the more recent developments of ML in healthcare, including quantum ML, federated learning, automated ML, natural language processing and the new progress made in precision medicine via a renewed focus on using reinforcement learning. Throughout the text, we try as far as possible to map the various algorithms and architectures of ML to research questions and healthcare applications with a focus on the older patient population. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Woodman R.; Mangoni A.A.,10.1007/978-3-031-32246-4_12,2023,Book chapter,Scopus,Rejeitado,Tipo de arquivo incorreto,,,,,
Quantum-Enhanced Support Vector Machine for Sentiment Classification,"Quantum computers have potential computational abilities such as speeding up complex computations, parallelism by superpositions, and handling large data sets. Moreover, the field of natural language processing (NLP) is rapidly attracting researchers and engineers in order to build larger model computations of NLP. Thus, the use of quantum technology in NLP tasks, especially sentiment classification, has the potential to be developed. In this research, we investigate the best technique to represent sentiment sentences so that sentiment can be analyzed using the Quantum-Enhanced Support Vector Machine (QE-SVM) algorithm. Investigations were carried out using circuit parameter optimization methods and data transformation. The pipeline of the proposed method consists of sentence-to-circuit conversion, circuit parameter training, state vector formation, and finally the training and testing processes. As a result, we obtained the best classification results with an accuracy of 93.33% using the SPSA optimization method and PCA transformation data. These results have also outperformed the baseline SVM method.  © 2013 IEEE.",Ruskanda F.Z.; Abiwardani M.R.; Mulyawan R.; Syafalni I.; Larasati H.T.,10.1109/ACCESS.2023.3304990,2023,Article,Scopus,Aceito,,,Este estudo investiga como representar frases de sentimento para classificação usando uma máquina de vetores de suporte aprimorada por computação quântica (Quantum-Enhanced Support Vector Machine — QE-SVM).,,,
An empirical validation for predicting bugs and the release time of open source software using entropy measures—Software reliability growth models,"Envisaging software defects is one of the vital fields of exploration in software engineering. Researchers have formulated and executed a plethora of bug forecasting methodologies by computing the performance in terms of precision and difficulty. Various statistical models are established in the literature to observe bug existence and restoring method; these models are termed software reliability growth models. The existence of bugs in software is primarily because of the constant variations in the software code. Open source software is prevalent amongst academicians and has found users in big businesses. OSS is extremely effective, but source code variations have to be made regularly through the progressively advanced requirement at the user’s end. The open source group is expanding rapidly, and numerous categories of provisions are offered. Stakeholders contribute to OSS in business by reinforcing the value of schemes, taking into account great revenue earnings and novel scheme expansion. An essential feature of open source software is determining when to issue a novel form. The principal goal is to announce the software at a suitable time with minimal economic restrictions. The approach after announcing software is a challenge and announcement development performs a vital function in handling effective announcements to clients. It is essentially a group of novel characteristics that are combined to form an invention setting. The primary announcement is just after the expansion procedure and additional consequent announcements are founded upon the preceding announcements, number of prerequisites, and faults restored. Each announcement incorporates a collection of characteristics fulfilling particular restrictions of the corporation as required by the customers. Forming conclusions about what characteristics are to be encompassed in which announcement is a tiresome job. Information theory, which deals with computation and communication of knowledge around a network, was primarily invented by Claude E Shannon. It is a probabilistic established method that emphasizes the computation of vagueness associating data. It has widespread prospective functions in areas including model recognition, statistical interpretation, natural language processing, thermal physics, quantum computing, etc. Entropy is a significant subdivision of information theory that performs a principal function in examining the code change procedure. It is a quantity of uncertainty/difficulty of code change and portrays the quantity of information covered in an event. In this chapter, a method of captivating the number of faults documented in numerous announcements of Bugzilla software is established and distinctive amounts of entropy for the alterations in various software, which informs these intervals, are computed. Initially simple linear regression is employed to envisage faults that are expected to occur in the future. By means of anticipated faults and entropy measures in multiple linear regression, the announcement period of the software has been forecast. © 2022 Elsevier Inc. All rights reserved.",Munde A.,10.1016/B978-0-323-90240-3.00003-5,2022,Book chapter,Scopus,Rejeitado,Tipo de arquivo incorreto,,,,,
Quantum Computing-Enabled Machine Learning for an Enhanced Model Training Approach,"Machine learning is an exciting area where ever-growing problems such as anomaly detection using sensor data, natural language processing, image processing, etc., are solved using complex yet fascinating algorithms. Such algorithms learn the function that maps input to output from the training examples. The algorithms are evaluated with the validation data and then used to predict the output for an unknown dataset. For the past few years, scholars have been researching to improve such classical machine learning algorithms using quantum computing. Some of the latest research is the optimization of computationally expensive algorithms with quantum computing and transforming stochastic procedures into the semantics of quantum theory. The quest for the learning-based algorithm is aspiring: the discipline seeks to comprehend what learning is and studies how algorithms approximate learning. Quantum machine learning takes these aspirations further by looking at the subatomic level to aid learning. Machine learning-based algorithms minimize a constrained multivariate function. Different algorithms have different hyper-parameters that need to be tuned for the trained model to generalize well. Such optimization has high time and space complexity, which is central to learning theory. This contribution gives an organized overview of the evolving arena of quantum machine learning. It presents the methods as well as practical details. We start this chapter by introducing the major components of Quantum Computers, where we provide an overview of quantum computing with an in-depth explanation of the superposition of state, which will be crucial for all quantum algorithms. Next, we exploit a fascinating phenomenon called entanglement in quantum computations. Parallelism is the key to speeding up the training process of learning algorithms. One of the significant advantages of quantum computing is quantum parallelism which we will explore through Grover's search algorithm. Next, we go over the learning mechanism of a traditional machine learning algorithm, namely a Support Vector Machine (SVM) trained on classical computers. Furthermore, we exploit the Quantum SVM (QSVM) trained on quantum computers. Finally, we solve the famous malignant breast cancer classification problem using the quantum SVM algorithm. We study various simulations in Python language on the mentioned dataset to analyze their time complexity and performances on standard evaluation metrics, namely accuracy, precision, recall, and F1-score. Two simulations are conducted using classical machine learning algorithms using the Python library Scikit-learn. Finally, the last simulation is based on IBM's real quantum computer using its quantum machine learning library called Qiskit. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Soni J.; Prabakar N.; Upadhyay H.,10.1007/978-981-19-9530-9_12,2023,Book chapter,Scopus,Rejeitado,Tipo de arquivo incorreto,,,,,
Machine Learning: Quantum vs Classical,"Encouraged by growing computing power and algorithmic development, machine learning technologies have become powerful tools for a wide variety of application areas, spanning from agriculture to chemistry and natural language processing. The use of quantum systems to process classical data using machine learning algorithms has given rise to an emerging research area, i.e. quantum machine learning. Despite its origins in the processing of classical data, quantum machine learning also explores the use of quantum phenomena for learning systems, the use of quantum computers for learning on quantum data and how machine learning algorithms and software can be formulated and implemented on quantum computers. Quantum machine learning can have a transformational effect on computer science. It may speed up the processing of information well beyond the existing classical speeds. Recent work has seen the development of quantum algorithms that could serve as foundations for machine learning applications. Despite its great promise, there are still significant hardware and software challenges that need to be resolved before quantum machine learning becomes practical. In this paper, we present an overview of quantum machine learning in the light of classical approaches. Departing from foundational concepts of machine learning and quantum computing, we discuss various technical contributions, strengths and similarities of the research work in this domain. We also elaborate upon the recent progress of different quantum machine learning approaches, their complexity, and applications in various fields such as physics, chemistry and natural language processing. © 2013 IEEE.",Khan T.M.; Robles-Kelly A.,10.1109/ACCESS.2020.3041719,2020,Article,Scopus,Rejeitado,Não está alinhado com o tema,,,,,
"1st International Conference on Artificial Intelligence: Theories and Applications, ICAITA 2022",The proceedings contain 23 papers. The special focus in this conference is on Artificial Intelligence: Theories and Applications. The topics include: Convolution Neural Network Based Approach for Glaucoma Disease Detection; Deep Multi-Scale Hashing for Image Retrieval (DMSH); genetic Programming for Screen Content Image Quality Assessment; A Progressive Deep Transfer Learning for the Diagnosis of Alzheimer’s Disease on Brain MRI Images; An Optimized MSER Using Bat Algorithm for Skin Lesion Detection; accurate Detection of Brain Tumor Using Compound Filter and Deep Neural Network; Bi-ESRGAN: A New Approach of Document Image Super-Resolution Based on Dual Deep Transfer Learning; preface; expanding Convolutional Neural Network Kernel for Facial Expression Recognition; a Novel Classification Method for Group Decision-Making Dimensions; intelligent Cache Placement in Multi-cache and One-Tenant Networks; enhanced Grey Wolf Optimizer for Data Clustering; artificial Orca Algorithm for Solving University Course Timetabling Issue; global Automatic Tuning of Fuzzy Sliding Mode Controller for an Inverted Pendulum: A Genetic Solution; Intelligent ITSC Fault Detection in PMSG Using the Machine Learning Technique; Series Elastic Actuator Cascade PID Controller Design Using Genetic Algorithm Method; Quantum Natural Language Processing: A New and Promising Way to Solve NLP Problems; learning More with Less Data: Reaching the Power-Law Limits in Steganalysis Using Larger Batch Sizes; offline Text-Independent Writer Identification Using Local Black Pattern Histograms; Robust Method for Breast Cancer Classification Based on Feature Selection Using RGWO Algorithm; digital Modulation Classification Based on Automatic K-Nearest Neighbors Classifier.,,,2023,Conference review,Scopus,Rejeitado,Tipo de arquivo incorreto,,,,,
Temporal information processing on noisy quantum computers,"The combination of machine learning and quantum computing has emerged as a promising approach for addressing previously untenable problems. Reservoir computing is an efficient learning paradigm that utilizes nonlinear dynamical systems for temporal information processing, i.e., processing of input sequences to produce output sequences. Here we propose quantum reservoir computing that harnesses complex dissipative quantum dynamics. Our class of quantum reservoirs is universal, in that any nonlinear fading memory map can be approximated arbitrarily closely and uniformly over all inputs by a quantum reservoir from this class. We describe a subclass of the universal class that is readily implementable using quantum gates native to current noisy gate-model quantum computers. Proof-of-principle experiments on remotely accessed cloud-based superconducting quantum computers demonstrate that small and noisy quantum reservoirs can tackle high-order nonlinear temporal tasks. Our theoretical and experimental results pave the path for attractive temporal processing applications of near-term gate-model quantum computers of increasing fidelity but without quantum error correction, signifying the potential of these devices for wider applications including neural modeling, speech recognition, and natural language processing, going beyond static classification and regression tasks. © 2020 American Physical Society.",Chen J.; Nurdin H.I.; Yamamoto N.,10.1103/PhysRevApplied.14.024065,2020,Article,Scopus,Aceito,,,"O artigo propõe um modelo de Quantum Reservoir Computing (QRC) baseado em dinâmicas quânticas dissipativas complexas para tarefas temporais — ou seja, processar sequências de entrada para produzir saídas (por exemplo, NLP, fala, etc.).",,,
